Entry Time,Exit Time,Direction,Entry Price,Exit Price,PnL,Exit Reason,SL Price,Units,Cumulative PnL,Duration,MAE,MFE
2023-06-14 04:35:00,2023-06-14 05:15:00,Long,1949.13,1947.6,-3.0600000000004,SL Hit,1947.6,2,-3.0600000000004,40.0,-1.5300000000002,0.22999999999979082
2023-06-14 07:15:00,2023-06-14 07:20:00,Short,1946.24,1946.24,0.0,SL Hit,1946.24,1,-3.0600000000004,5.0,1.2699999999999818,-1.4400000000000546
2023-06-14 09:10:00,2023-06-14 10:15:00,Long,1950.92,1949.3,-3.2400000000002365,SL Hit,1949.3,2,-6.300000000000637,65.0,-1.6200000000001182,1.8399999999999181
2023-06-14 15:55:00,2023-06-14 16:00:00,Short,1956.29,1956.315,-0.02500000000009095,SL Hit,1956.315,1,-6.325000000000728,5.0,0.11000000000012733,-0.6900000000000546
2023-06-14 23:30:00,2023-06-14 23:45:00,Long,1944.16,1943.6599999999999,-0.5000000000002274,SL Hit,1943.6599999999999,1,-6.825000000000955,15.0,-1.3600000000001273,0.9700000000000273
2023-06-15 02:30:00,2023-06-15 02:35:00,Short,1934.03,1934.6799999999998,-0.6499999999998636,SL Hit,1934.6799999999998,1,-7.4750000000008185,5.0,0.9800000000000182,-1.2300000000000182
2023-06-15 05:00:00,2023-06-15 05:25:00,Short,1934.23,1934.23,0.0,SL Hit,1934.23,1,-7.4750000000008185,25.0,1.6299999999998818,-3.4700000000000273
2023-06-15 05:35:00,2023-06-15 06:30:00,Long,1935.14,1934.4399999999996,-0.7000000000005002,SL Hit,1934.4399999999996,1,-8.175000000001319,55.0,-1.9800000000000182,4.339999999999918
2023-06-15 08:10:00,2023-06-15 08:20:00,Long,1933.17,1931.495,-1.675000000000182,SL Hit,1931.495,1,-9.8500000000015,10.0,-2.230000000000018,0.9800000000000182
2023-06-15 10:55:00,2023-06-15 13:00:00,Short,1933.81,1934.4099999999999,-0.599999999999909,SL Hit,1934.4099999999999,1,-10.45000000000141,125.0,1.9300000000000637,-7.599999999999909
2023-06-15 16:30:00,2023-06-15 18:05:00,Long,1958.83,1957.74,-2.1799999999998363,Bearish Trade Reversal,1957.74,2,-12.630000000001246,95.0,-1.2300000000000182,1.300000000000182
